,Unnamed: 0,tweets,clean_text,Sentiment
2545,2545,Village hopes to stub out smoking http://bbc.in/1jXKwH2,village hopes stub smoking,NEGATIVE
2546,2546,Tube 'inserted in wrong patient' http://bbc.in/1qiW0oA,tube inserted wrong patient,NEGATIVE
2547,2547,Spinal shocks revive paralysed legs http://bbc.in/1suJaYe,spinal shocks revive paralysed legs,NEUTRAL
2548,2548,AUDIO: 'Rare condition which makes me smell' http://bbc.in/1srCJoR,audio rare condition makes smell,NEGATIVE
2549,2549,Hunt's gay blood stance questioned http://bbc.in/1e4o4vR,hunt gay blood stance questioned,NEUTRAL
2550,2550,Cancer virus discovery helped by delayed flight http://bbc.in/1jkvcU6,cancer virus discovery helped delayed flight,NEUTRAL
2551,2551,HIV home test kits given go-ahead http://bbc.in/1e1FnO6,hiv home test kits given go ahead,NEUTRAL
2552,2552,VIDEO: Can smartphones ruin your sleep? http://bbc.in/1e02QPE,video can smartphones ruin sleep,NEGATIVE
2553,2553,Living with the 'opposite of autism' http://bbc.in/1gYdu99,living opposite autism,NEGATIVE
2554,2554,Good teeth may help sporting success http://bbc.in/1qbpxCn,good teeth may help sporting success,POSITIVE
2555,2555,'Huge variation' between hospitals http://bbc.in/1lvmIdB,huge variation hospitals,NEUTRAL
2556,2556,Scarlet fever cases rise in England http://bbc.in/1pZSCyV,scarlet fever cases rise england,NEUTRAL
2557,2557,Liver transplant scheme for drinkers http://bbc.in/1q58phK,liver transplant scheme drinkers,NEUTRAL
2558,2558,Gadget light causing sleep problems http://bbc.in/1q58qCg,gadget light causing sleep problems,POSITIVE
2559,2559,Mali on alert over Ebola fears http://bbc.in/1gUAaXU,mali alert ebola fears,NEGATIVE
2560,2560,Lung cancer survival rates 'poor' http://bbc.in/PoSwWr,lung cancer survival rates poor,NEGATIVE
2561,2561,'New' oral cancer risks identified http://bbc.in/PoSwWo,new oral cancer risks identified,NEUTRAL
2562,2562,How is PTSD diagnosed? http://bbc.in/1lrdu1W,how ptsd diagnosed,NEUTRAL
2563,2563,999 calls up as pollution continues http://bbc.in/1gRq1LJ,calls pollution continues,NEGATIVE
2564,2564,Accesses to health data made public http://bbc.in/1pUQKHy,accesses health data made public,NEUTRAL
2565,2565,'I lost 10 relatives to Ebola' http://bbc.in/1pUQN6a,lost relatives ebola,NEUTRAL
2566,2566,Cigarette packaging statement due http://bbc.in/1sbFcDH,cigarette packaging statement due,NEUTRAL
2567,2567,VIDEO: Rise in fake HIV tests in Uganda http://bbc.in/1gQTbKF,video rise fake hiv tests uganda,NEUTRAL
2568,2568,Hospital admits failings over death http://bbc.in/1pSG7Xy,hospital admits failings death,NEUTRAL
2569,2569,Running 'preserves thinking skills' http://bbc.in/1edSAhr,running preserves thinking skills,NEUTRAL
2570,2570,Call for merged 'super' care budget http://bbc.in/1edSAhm,call merged super care budget,NEGATIVE
2571,2571,Ketamine 'exciting' depression therapy http://bbc.in/1edSA19,ketamine exciting depression therapy,NEUTRAL
2572,2572,VIDEO: Loneliness 'affects general health' http://bbc.in/1gPwaYN,video loneliness affects general health,NEUTRAL
2573,2573,Air pollution reaches high levels http://bbc.in/1s885kb,air pollution reaches high levels,NEGATIVE
2574,2574,Cameron's Welsh NHS 'scandal' claim http://bbc.in/1ii7RAj,cameron welsh nhs scandal claim,NEUTRAL
2575,2575,SA flavoured condoms to fight HIV http://bbc.in/1ii7RA4,sa flavoured condoms fight hiv,NEUTRAL
2576,2576,AUDIO: GP warns over breast cancer self checks http://bbc.in/1jAxwah,audio gp warns breast cancer self checks,NEUTRAL
2577,2577,The e-cigarettes phenomenon http://bbc.in/1gNWxhy,the cigarettes phenomenon,POSITIVE
2578,2578,What will pollution do to us? http://bbc.in/1s76v23,what pollution us,NEGATIVE
2579,2579,VIDEO: E-cigs face curb in public places http://bbc.in/1iZ88Km,video cigs face curb public places,NEUTRAL
2580,2580,VIDEO: Benefit changes 'hurting disabled' http://bbc.in/1dQE3xu,video benefit changes hurting disabled,NEUTRAL
2581,2581,NHS staff face ban for poor English http://bbc.in/1pIWx4K,nhs staff face ban poor english,NEGATIVE
2582,2582,E-cigs face curb in public places http://bbc.in/1ieKkjE,cigs face curb public places,NEUTRAL
2583,2583,High air pollution 'set to spread' http://bbc.in/1ieKkjv,high air pollution set spread,NEUTRAL
2584,2584,'No apology' over baby death http://bbc.in/1ieKkQD,no apology baby death,NEUTRAL
2585,2585,Dieting monkeys offer long life hope http://bbc.in/1jz2AHr,dieting monkeys offer long life hope,NEUTRAL
2586,2586,Fears over dementia diagnosis push http://bbc.in/1s56FXz,fears dementia diagnosis push,NEUTRAL
2587,2587,Lab cuts 'threat to human health' http://bbc.in/1hXPZJs,lab cuts threat human health,NEUTRAL
2588,2588,VIDEO: NHS: 'Team effort' to stay healthy http://bbc.in/PeIAhW,video nhs team effort stay healthy,NEUTRAL
2589,2589,AUDIO: Would children eat 7 greens a day? http://bbc.in/1s37SPb,audio would children eat greens day,NEUTRAL
2590,2590,AUDIO: Mental health care 'needs transforming' http://bbc.in/1hZIzFy,audio mental health care needs transforming,NEUTRAL
2591,2591,Stem cell scientist 'misled world' http://bbc.in/PdPgNj,stem cell scientist misled world,NEGATIVE
2592,2592,VIDEO: Can we become addicted to technology? http://bbc.in/PdPeoG,video can become addicted technology,POSITIVE
2593,2593,VIDEO: Lab cuts 'threat to human health' http://bbc.in/1kmTZpO,video lab cuts threat human health,NEUTRAL
2594,2594,Doctors issue drinks price plea http://bbc.in/1juOiHL,doctors issue drinks price plea,NEUTRAL
2595,2595,VIDEO: 'Seven a day' fruit and veg call http://bbc.in/1kmrmZQ,video seven day fruit veg call,NEUTRAL
2596,2596,Self-healing muscle grown in the lab http://bbc.in/1jtrubf,self healing muscle grown lab,NEUTRAL
2597,2597,NHS facing 'biggest ever challenge' http://bbc.in/1jtrtUU,nhs facing biggest ever challenge,NEUTRAL
2598,2598,'Eat seven a day' fruit and veg call http://bbc.in/1jtrtUS,eat seven day fruit veg call,NEUTRAL
2599,2599,Ebola outbreak 'unprecedented' - MSF http://bbc.in/Pah4SO,ebola outbreak unprecedented msf,NEGATIVE
2600,2600,AUDIO: Births to women over 50 doubles http://bbc.in/1pyWHvn,audio births women doubles,NEUTRAL
2601,2601,AUDIO: Scientist: ADHD 'not a real disease' http://bbc.in/1dKgJRL,audio scientist adhd real disease,NEUTRAL
2602,2602,VIDEO: 'Can't go on shoving money into NHS' http://bbc.in/1rXOOls,video can go shoving money nhs,NEUTRAL
2603,2603,Ebola outbreak confirmed in Liberia http://bbc.in/1lhavsI,ebola outbreak confirmed liberia,NEUTRAL
2604,2604,Staff shortage closes hospital beds http://bbc.in/1dJaXjt,staff shortage closes hospital beds,NEUTRAL
2605,2605,Breast cancer 'personal drugs' hope http://bbc.in/1rWtAo9,breast cancer personal drugs hope,NEUTRAL
2606,2606,Should we pay a Â£10 a month membership fee to the NHS? http://bbc.in/1lgg36L,should pay month membership fee nhs,NEGATIVE
2607,2607,Nursing body faces Mid-Staffs censure http://bbc.in/1pvsspn,nursing body faces mid staffs censure,NEUTRAL
2608,2608,'Step forward' in skin cancer fight http://bbc.in/1jo26nr,step forward skin cancer fight,MIXED
2609,2609,Clearing the air http://bbc.in/1jmGLuv,clearing air,NEUTRAL
2610,2610,Dentists to be given defibrillators http://bbc.in/1ldSpb8,dentists given defibrillators,NEUTRAL
2611,2611,Crossrail digs up Black Death victims http://bbc.in/1jl9kIH,crossrail digs black death victims,NEUTRAL
2612,2612,Nurse in court charged with murders http://bbc.in/1rOMDR0,nurse court charged murders,NEUTRAL
2613,2613,Basic instinct 'helps to spot liars' http://bbc.in/1dW11xY,basic instinct helps spot liars,NEUTRAL
2614,2614,Murder charge after hospital deaths http://bbc.in/1lbmLuU,murder charge hospital deaths,NEGATIVE
2615,2615,VIDEO: Mild winter eases A&amp;E pressures http://bbc.in/1lb8huQ,video mild winter eases amp pressures,NEUTRAL
2616,2616,VIDEO: Deaf woman hears for first time http://bbc.in/1gyoKc0,video deaf woman hears first time,NEUTRAL
2617,2617,VIDEO: New clinic to target rare cancer http://bbc.in/1dUonnn,video new clinic target rare cancer,NEUTRAL
2618,2618,Many A&amp;Es 'have missed wait target' http://bbc.in/P1nVOg,many amp es missed wait target,NEGATIVE
2619,2619,VIDEO: Two infected with TB from cats http://bbc.in/P1dBWI,video two infected tb cats,NEGATIVE
2620,2620,'Obamacare' sign-ups top six million http://bbc.in/1phICCo,obamacare sign ups top six million,NEUTRAL
2621,2621,Eleven patients' deaths investigated http://bbc.in/1phICm8,eleven patients deaths investigated,NEUTRAL
2622,2622,What diseases can we get from pets? http://bbc.in/P12Kfi,what diseases get pets,NEUTRAL
2623,2623,Guinea confirms Ebola in capital http://bbc.in/1je51yU,guinea confirms ebola capital,NEUTRAL
2624,2624,Deaf woman hears for first time http://bbc.in/1je51yL,deaf woman hears first time,NEUTRAL
2625,2625,VIDEO: Moment deaf woman hears for first time http://bbc.in/1dz5DyW,video moment deaf woman hears first time,NEUTRAL
2626,2626,Nurse arrested again over poisoning http://bbc.in/1dTo6RQ,nurse arrested poisoning,NEGATIVE
2627,2627,VIDEO: The effect of floods on mental health http://bbc.in/1jdbc6q,video the effect floods mental health,NEUTRAL
2628,2628,NI university 'cancer breakthrough' http://bbc.in/1dyGvsl,ni university cancer breakthrough,MIXED
2629,2629,Stool test 'diagnoses bowel disease' http://bbc.in/1rIsSuy,stool test diagnoses bowel disease,NEUTRAL
2630,2630,Smoking bans 'improve child health' http://bbc.in/1hAL68V,smoking bans improve child health,NEUTRAL
2631,2631,VIDEO: 'Milestone' in fight against polio http://bbc.in/1dRZOrr,video milestone fight polio,NEUTRAL
2632,2632,VIDEO: Manmade DNA may 'revolutionise' medicine http://bbc.in/1jasfG1,video manmade dna may revolutionise medicine,NEUTRAL
2633,2633,VIDEO: Superspreaders: Tracking tuberculosis http://bbc.in/1rGbI0v,video superspreaders tracking tuberculosis,NEUTRAL
2634,2634,VIDEO: Smokers 'not attracted to packets' http://bbc.in/1dwcIjR,video smokers attracted packets,NEUTRAL
2635,2635,Trust to stay in control of hospital http://bbc.in/1l7wSAH,trust stay control hospital,NEUTRAL
2636,2636,AUDIO: Pet cat saves diabetic girl 20 times http://bbc.in/OXSt3z,audio pet cat saves diabetic girl times,NEUTRAL
2637,2637,VIDEO: 'Overweight' now seen as 'normal' http://bbc.in/1dQtfdd,video overweight seen normal,NEGATIVE
2638,2638,VIDEO: 'Two thirds of adults overweight' http://bbc.in/1dQoYGL,video two thirds adults overweight,NEUTRAL
2639,2639,'Action' need over weekend doctors http://bbc.in/1jPZPjf,action need weekend doctors,NEUTRAL
2640,2640,"World now 80% polio free, WHO says http://bbc.in/1rEBamZ",world polio free who says,NEUTRAL
2641,2641,Pet cats infect two people with TB http://bbc.in/1rEBbrg,pet cats infect two people tb,NEGATIVE
2642,2642,Overweight 'being seen as the norm' http://bbc.in/1jOYZD9,overweight seen norm,MIXED
2643,2643,Beating the odds to be NUS president http://bbc.in/1jOZ1Ll,beating odds nus president,NEUTRAL
2644,2644,New insight into learning maths http://bbc.in/1p94Pmj,new insight learning maths,NEUTRAL
2645,2645,Councils 'divert' public health cash http://bbc.in/1p94Pmg,councils divert public health cash,NEUTRAL
2646,2646,Autism 'begins long before birth' http://bbc.in/OWcpDR,autism begins long birth,NEUTRAL
2647,2647,Patients waiting 29 hours in RVH http://bbc.in/1rB2vGM,patients waiting hours rvh,NEUTRAL
2648,2648,Faecal bugs 'safe for gut treatment' http://bbc.in/1hsmv6o,faecal bugs safe gut treatment,POSITIVE
2649,2649,AUDIO: NICE defends morning-after pill plan http://bbc.in/1dNJd8a,audio nice defends morning pill plan,POSITIVE
2650,2650,Know your 'true' heart age for risk http://bbc.in/1dqDBFL,know true heart age risk,NEUTRAL
2651,2651,Overhaul of emergency NHS targets http://bbc.in/1j2l2rF,overhaul emergency nhs targets,NEUTRAL
2652,2652,Is water fluoridation the next big thing? http://bbc.in/1gp2u4r,is water fluoridation next big thing,NEUTRAL
2653,2653,VIDEO: NHS urged to halve serious mistakes http://bbc.in/1hq6vBJ,video nhs urged halve serious mistakes,NEUTRAL
2654,2654,Blood pressure 'spikes' for doctors http://bbc.in/1goqWms,blood pressure spikes doctors,NEUTRAL
2655,2655,Children 'under-dosed' on penicillin http://bbc.in/1dM3pXO,children dosed penicillin,NEUTRAL
2656,2656,NHS urged to halve serious mistakes http://bbc.in/1rxi6Hh,nhs urged halve serious mistakes,NEGATIVE
2657,2657,VIDEO: West Africa on Ebola high alert http://bbc.in/1jDZwYs,video west africa ebola high alert,NEUTRAL
2658,2658,Doctors: When to lose baby weight http://bbc.in/1jD4zZl,doctors when lose baby weight,NEUTRAL
2659,2659,âScandalâ of liver disease inaction http://bbc.in/1jD4CUW,scandal liver disease inaction,NEUTRAL
2660,2660,Health board chief to take new role http://bbc.in/1dnr1ak,health board chief take new role,NEUTRAL
2661,2661,Nurse whistleblower wins damages http://bbc.in/1p0ttFC,nurse whistleblower wins damages,NEUTRAL
2662,2662,Guinea bans bats to curb Ebola virus http://bbc.in/1dKoH8r,guinea bans bats curb ebola virus,NEUTRAL
2663,2663,VIDEO: Afghanistan's long distance doctors http://bbc.in/1hkUYUr,video afghanistan long distance doctors,NEUTRAL
2664,2664,Consider mass fluoridation of water http://bbc.in/1glBy5u,consider mass fluoridation water,NEUTRAL
2665,2665,Air pollution 'killed seven million' http://bbc.in/1glBy5q,air pollution killed seven million,NEGATIVE
2666,2666,VIDEO: Rural GPs surgeries at risk http://bbc.in/1kZR0Vm,video rural gps surgeries risk,NEUTRAL
2667,2667,Faulty 'delayed puberty' gene found http://bbc.in/1rruZmo,faulty delayed puberty gene found,NEGATIVE
2668,2668,Child mental health issues 'missed' http://bbc.in/1rruYP8,child mental health issues missed,NEGATIVE
2669,2669,âIâve got a lot of living to doâ http://bbc.in/OPvkQI,ive got lot living,NEUTRAL
2670,2670,Mental health help 'needed in schools' http://bbc.in/1iWkMKO,mental health help needed schools,NEUTRAL
2671,2671,Puffed out? http://bbc.in/1hfTvhT,puffed,NEGATIVE
2672,2672,Anonymous donor funds boy's surgery http://bbc.in/1hfTv1F,anonymous donor funds boy surgery,NEUTRAL
2673,2673,Virus in Guinea capital not Ebola http://bbc.in/1ro0uxy,virus guinea capital ebola,NEUTRAL
2674,2674,Mother and daughter both battle TB http://bbc.in/1rn9djF,mother daughter battle tb,NEUTRAL
2675,2675,Warning over burning aborted foetuses http://bbc.in/1hfa5i1,warning burning aborted foetuses,NEGATIVE
2676,2676,VIDEO: Prosthesis advance offers new hope http://bbc.in/1rm89wk,video prosthesis advance offers new hope,NEUTRAL
2677,2677,Death hospital's catalogue of errors http://bbc.in/1he60uu,death hospital catalogue errors,NEGATIVE
2678,2678,Active mums 'have active children' http://bbc.in/1ghe55v,active mums active children,NEUTRAL
2679,2679,Fraud 'costing NHS Â£5bn a year' http://bbc.in/1ggTCO7,fraud costing nhs bn year,NEGATIVE
2680,2680,VIDEO: 'Threat of extinction' to GP service http://bbc.in/1oPcV38,video threat extinction gp service,NEUTRAL
2681,2681,'Threat of extinction' to GP service http://bbc.in/OJGtm2,threat extinction gp service,NEUTRAL
2682,2682,Dog disease could be medical boon http://bbc.in/OJGtm1,dog disease could medical boon,NEUTRAL
2683,2683,Doctors 'outraged' at NHS pay deal http://bbc.in/1jljoiY,doctors outraged nhs pay deal,MIXED
2684,2684,Fears over statins 'are misleading' http://bbc.in/1dzTdSi,fears statins misleading,NEGATIVE
2685,2685,Why 'no make up selfies' raised Â£2m http://bbc.in/1gaoTCi,why make selfies raised,NEUTRAL
2686,2686,Call for change to breast screening http://bbc.in/1dyKEad,call change breast screening,NEUTRAL
2687,2687,VIDEO: Woman sees again after pioneering op http://bbc.in/1kPqT3m,video woman sees pioneering op,NEUTRAL
2688,2688,UK 100-year-olds increase by 73% http://bbc.in/1oErO8A,uk year olds increase,NEUTRAL
2689,2689,Two face genital mutilation charges http://bbc.in/1r4p5Y8,two face genital mutilation charges,NEUTRAL
2690,2690,UK experts back meningitis B jab http://bbc.in/ODOysE,uk experts back meningitis jab,NEUTRAL
2691,2691,Hospitals feeling the pinch http://bbc.in/ODOysD,hospitals feeling pinch,NEGATIVE
2692,2692,Poor care 'resulted in baby's death' http://bbc.in/1g7lQuG,poor care resulted baby death,NEGATIVE
2693,2693,'Ban junk food TV ads until 21:00' http://bbc.in/1iIQb2Y,ban junk food tv ads,NEGATIVE
2694,2694,Miscarriage link to low IVF success http://bbc.in/1oCvOq3,miscarriage link low ivf success,NEUTRAL
2695,2695,Nose can detect one trillion odours http://bbc.in/1gYeoye,nose detect one trillion odours,NEUTRAL
2696,2696,Nose can detect one trillion odours http://bbc.in/1r1Ne1w,nose detect one trillion odours,NEUTRAL
2697,2697,Girl died after paramedic 'failure' http://bbc.in/1kLm3Er,girl died paramedic failure,NEGATIVE
2698,2698,Lung cancer rates up among UK women http://bbc.in/1gSVaKc,lung cancer rates among uk women,NEUTRAL
2699,2699,Commuters 'like choosing GP practice' http://bbc.in/1g2nXjn,commuters like choosing gp practice,NEUTRAL
2700,2700,NHS complaints system 'too complex' http://bbc.in/1g2nXjk,nhs complaints system complex,NEGATIVE
2701,2701,Rapid breaths 'protect early babies' http://bbc.in/1qWynFp,rapid breaths protect early babies,POSITIVE
2702,2702,Ambulances: A call centre worker on a busy job http://bbc.in/1qVjROn,ambulances call centre worker busy job,NEUTRAL
2703,2703,"Hospitals treat 4,000 FGM patients http://bbc.in/1gO4dvY",hospitals treat fgm patients,NEUTRAL
2704,2704,Death 'core business' of hospitals http://bbc.in/1iBbgwd,death core business hospitals,NEUTRAL
2705,2705,Lost sleep may mean lost brain cells http://bbc.in/1cXhAOA,lost sleep may mean lost brain cells,NEUTRAL
2706,2706,Statins 'may help control MS' http://bbc.in/1j3crTC,statins may help control ms,NEUTRAL
2707,2707,Patient feedback posts open to abuse http://bbc.in/1iAGELs,patient feedback posts open abuse,NEGATIVE
2708,2708,'Gut brew' gives chocolate its edge http://bbc.in/1cWtnwL,gut brew gives chocolate edge,POSITIVE
2709,2709,Jones criticises Clwyd's NHS attacks http://bbc.in/1gKnGh5,jones criticises clwyd nhs attacks,NEUTRAL
2710,2710,Extra nurses bid to improve A&amp;E http://bbc.in/1oo7JmF,extra nurses bid improve amp,NEUTRAL
2711,2711,Ancient Egyptian had earliest cancer http://bbc.in/1iz1avP,ancient egyptian earliest cancer,NEUTRAL
2712,2712,Cancer hospital 'in licence breach' http://bbc.in/1qP9UBU,cancer hospital licence breach,NEUTRAL
2713,2713,Alcohol-related brain damage concern http://bbc.in/1qP9UBR,alcohol related brain damage concern,NEUTRAL
2714,2714,St John's wort blights contraceptive http://bbc.in/1gIZWtI,st john wort blights contraceptive,NEUTRAL
2715,2715,Foetuses were 'kept' at hospital http://bbc.in/1gIZUSI,foetuses kept hospital,NEUTRAL
2716,2716,Watchdog 'needs fundamental review' http://bbc.in/1iymvpc,watchdog needs fundamental review,NEUTRAL
2717,2717,Charity call for patient care review http://bbc.in/1iymv8X,charity call patient care review,NEUTRAL
2718,2718,VIDEO: Is saturated fats advice misguided? http://bbc.in/1iZ3MBH,video is saturated fats advice misguided,NEGATIVE
2719,2719,"VIDEO: Cancer 'existed 3,000 years ago' http://bbc.in/1iy7bsG",video cancer existed years ago,NEUTRAL
2720,2720,China 'has halved its TB problem' http://bbc.in/1cTe9IW,china halved tb problem,NEGATIVE
2721,2721,Baby organ donor rules 'deadly' http://bbc.in/1gHtlUY,baby organ donor rules deadly,NEGATIVE
2722,2722,VIDEO: Is buying breast milk online safe? http://bbc.in/OqnYD0,video is buying breast milk online safe,NEUTRAL
2723,2723,Saturated fat advice 'unclear' http://bbc.in/1dhY36C,saturated fat advice unclear,NEGATIVE
2724,2724,Ambulance watch: a day in the life http://bbc.in/1gFRyeD,ambulance watch day life,NEUTRAL
2725,2725,Thousands of NHS staff rehired http://bbc.in/1cPN3lK,thousands nhs staff rehired,NEGATIVE
2726,2726,Patients sent to doctor's hospital http://bbc.in/1qKSUNe,patients sent doctor hospital,NEUTRAL
2727,2727,The A&amp;E doctors moving to Australia http://bbc.in/1iugdXN,the amp doctors moving australia,NEUTRAL
2728,2728,'Vigorous exercise' cuts flu risk http://bbc.in/1gDOm2T,vigorous exercise cuts flu risk,NEUTRAL
2729,2729,VIDEO: âIâve got a rubber stuck in my earâ http://bbc.in/1kA7pjc,video ive got rubber stuck ear,NEGATIVE
2730,2730,VIDEO: Skin-tight suits for space explorers http://bbc.in/1cOmXj8,video skin tight suits space explorers,NEUTRAL
2731,2731,Scots Tories: End free prescriptions http://bbc.in/1ocluVu,scots tories end free prescriptions,NEUTRAL
2732,2732,Secretion secrets: things you didnât know about ear wax http://bbc.in/1fKZuz5,secretion secrets things know ear wax,NEUTRAL
2733,2733,AUDIO: Teen twins win science award http://bbc.in/1iOYZ5L,audio teen twins win science award,NEUTRAL
2734,2734,Coping without a sense of smell http://bbc.in/1qEG0jK,coping without sense smell,POSITIVE
2735,2735,Catching a yawn is 'linked to age' http://bbc.in/1gyt4nq,catching yawn linked age,NEUTRAL
2736,2736,Plea for rare group blood donors http://bbc.in/1iK1x51,plea rare group blood donors,NEUTRAL
2737,2737,Poor 'face many years of bad health' http://bbc.in/1gwtHha,poor face many years bad health,NEGATIVE
2738,2738,AUDIO: Hunt: drug approval 'takes too long' http://bbc.in/1qCp65g,audio hunt drug approval takes long,NEGATIVE
2739,2739,VIDEO: Can dog studies help human health? http://bbc.in/1gwf11J,video can dog studies help human health,NEUTRAL
2740,2740,More stem cell 'discovery' doubts http://bbc.in/1gw96cM,more stem cell discovery doubts,NEUTRAL
2741,2741,Takeout food ban 'may fight obesity' http://bbc.in/1fBWvsK,takeout food ban may fight obesity,NEUTRAL
2742,2742,'Early access' drugs scheme launched http://bbc.in/1fBWvZC,early access drugs scheme launched,NEUTRAL
2743,2743,US reports woman-to-woman HIV case http://bbc.in/1cD1cmd,us reports woman woman hiv case,NEUTRAL
2744,2744,'You've got cancer' email warning http://bbc.in/1cWHpJm,you got cancer email warning,NEGATIVE
2745,2745,Frozen sperm fight ends in victory http://bbc.in/1nSPfdT,frozen sperm fight ends victory,NEUTRAL
2746,2746,VIDEO: Ecstasy death prompts mum's campaign http://bbc.in/1cWc0XD,video ecstasy death prompts mum campaign,NEUTRAL
2747,2747,Statin side-effects questioned http://bbc.in/1fykxog,statin side effects questioned,NEGATIVE
2748,2748,Is macho culture causing young men to take their own lives? http://bbc.in/1gsBrRo,is macho culture causing young men take lives,MIXED
2749,2749,Patients 'imprisoned' in care homes http://bbc.in/O5dnNO,patients imprisoned care homes,NEUTRAL
2750,2750,Public sector pay decisions due http://bbc.in/1kkEPC9,public sector pay decisions due,NEUTRAL
2751,2751,Children's heart surgery unit 'safe' http://bbc.in/O4hcmt,children heart surgery unit safe,NEUTRAL
2752,2752,'Love hormone' may treat anorexia http://bbc.in/1cUQ8M8,love hormone may treat anorexia,NEUTRAL
2753,2753,Adult social care 'under pressure' http://bbc.in/1qxLIDV,adult social care pressure,NEUTRAL
2754,2754,HIV protection gel 'a step closer' http://bbc.in/1qxaqEF,hiv protection gel step closer,NEUTRAL
2755,2755,Social media 'cuts teenagers' sleep' http://bbc.in/OlWa2y,social media cuts teenagers sleep,NEUTRAL
2756,2756,Angelina Jolie to have more surgery http://bbc.in/1ic05dq,angelina jolie surgery,POSITIVE
2757,2757,VIDEO: Court of Appeal to hear pregnancy case http://bbc.in/1fst9Ne,video court appeal hear pregnancy case,NEUTRAL
2758,2758,Patient has pioneering 3D face op http://bbc.in/1fswXyb,patient pioneering face op,NEUTRAL
2759,2759,Exercise advised for cancer swelling http://bbc.in/OjlwxS,exercise advised cancer swelling,NEUTRAL
2760,2760,Mental health cuts 'risk lives' http://bbc.in/OjlwxP,mental health cuts risk lives,NEUTRAL
2761,2761,Hospital closure power granted http://bbc.in/1fpJamY,hospital closure power granted,NEUTRAL
2762,2762,Obese pregnant women 'cost NHS more' http://bbc.in/1lvsJ9w,obese pregnant women cost nhs,NEUTRAL
2763,2763,More children treated on adult wards http://bbc.in/NWhICR,more children treated adult wards,NEUTRAL
2764,2764,Prescription charge rise in England http://bbc.in/1ivl9tH,prescription charge rise england,NEUTRAL
2765,2765,AUDIO: Surgeon: Saggy skin surgery is needed http://bbc.in/1ctuTq2,audio surgeon saggy skin surgery needed,NEUTRAL
2766,2766,Belfast health trust boss resigns http://bbc.in/1iv5gmU,belfast health trust boss resigns,NEUTRAL
2767,2767,Obesity 'link to lower exam results' http://bbc.in/NVySAE,obesity link lower exam results,NEUTRAL
2768,2768,Light drinking 'is preterm risk' http://bbc.in/1fn1EEG,light drinking preterm risk,NEUTRAL
2769,2769,VIDEO: Children's diets 'far too salty' http://bbc.in/1iucasw,video children diets far salty,NEGATIVE
2770,2770,MPs debate hospital closure power http://bbc.in/1iuccAK,mps debate hospital closure power,NEUTRAL
2771,2771,Faulty implants end women's sex life http://bbc.in/OfGX2T,faulty implants end women sex life,NEGATIVE
2772,2772,'Shortage of senior nurses in NHS' http://bbc.in/1cs1xbA,shortage senior nurses nhs,NEUTRAL
2773,2773,Children's diets 'far too salty' http://bbc.in/1cs1yvY,children diets far salty,NEGATIVE
2774,2774,'Withdraw' major stem cell findings http://bbc.in/1lpZNzD,withdraw major stem cell findings,NEUTRAL
2775,2775,England sees surge of scarlet fever http://bbc.in/Odqlc4,england sees surge scarlet fever,NEUTRAL
2776,2776,AUDIO: 'Why I would take Alzheimer's test' http://bbc.in/1fjhMqI,audio why would take alzheimer test,NEUTRAL
2777,2777,AUDIO: Charity calls for lung donor change http://bbc.in/1i45vHc,audio charity calls lung donor change,NEUTRAL
2778,2778,The people who believe in medical miracles http://bbc.in/1lnULDM,the people believe medical miracles,NEUTRAL
2779,2779,VIDEO: Could robots help children with autism? http://bbc.in/1fijbhi,video could robots help children autism,NEUTRAL
2780,2780,VIDEO: Lung transplant rethink urged http://bbc.in/1fi4Kde,video lung transplant rethink urged,NEUTRAL
2781,2781,Obesity fears over council cuts http://bbc.in/1fi4Kd9,obesity fears council cuts,NEUTRAL
2782,2782,Young mental health service 'crisis' http://bbc.in/1lnBiDf,young mental health service crisis,NEUTRAL
2783,2783,National lung transplant list urged http://bbc.in/1nycxFQ,national lung transplant list urged,NEUTRAL
2784,2784,Women get heart disease too http://bbc.in/1nycxFJ,women get heart disease,NEUTRAL
2785,2785,Blood test 'finds Alzheimer's early' http://bbc.in/1cnJ5Rd,blood test finds alzheimer early,NEUTRAL
2786,2786,Sniffing out cancer with electronic noses http://bbc.in/1imD1a2,sniffing cancer electronic noses,NEGATIVE
2787,2787,Pain relief plea for terminally ill http://bbc.in/1clmfcW,pain relief plea terminally ill,MIXED
2788,2788,Inside the mind of the TV detective http://bbc.in/1hVmOdA,inside mind tv detective,NEUTRAL
2789,2789,AUDIO: School 'banned' my anorexic daughter http://bbc.in/1laQ5Ry,audio school banned anorexic daughter,NEUTRAL
2790,2790,Abortion provider hit by data fine http://bbc.in/1hSTYdH,abortion provider hit data fine,MIXED
2791,2791,Pupils allowed to smoke at school http://bbc.in/1f5XK2S,pupils allowed smoke school,NEUTRAL
2792,2792,VIDEO: Coma patients 'put on exercise bike' http://bbc.in/1hSK6k7,video coma patients put exercise bike,NEUTRAL
2793,2793,VIDEO: 'I've lost 4 inches in height' http://bbc.in/O0o4Rf,video lost inches height,NEGATIVE
2794,2794,Sixteen killed by hospital superbug http://bbc.in/1hRtLw5,sixteen killed hospital superbug,NEUTRAL
2795,2795,Malaria spreads to higher altitudes http://bbc.in/NZtj3E,malaria spreads higher altitudes,NEUTRAL
2796,2796,Case leads to surrogacy advice http://bbc.in/1l6wTnV,case leads surrogacy advice,NEUTRAL
